FQDN,Is_Bad,Has_A_Record,Has_AAAA_Record,Has_MX_Record,Has_TXT_Record,A_Records,AAAA_Records,MX_Records,TXT_Records,Final_Protocol_HTTPS,Status_Code_OK,HTTP_to_HTTPS_Redirect,High_Redirects,Redirects,HSTS,Certificate_Valid,Has_Suspicious_Keywords,Final_URL_Known,Certificate_Issuer,Certificate_Expiry,Domain_Age,TLD,Content_Type,IP_Analysis,Overall_Status
www.landthkag.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
www.sendlane.com,1,1,2,2,2,"15.161.34.42,35.152.117.67,15.160.106.203",,,,1,1,1,0,1,0,1,0,1,2,2,2,0,0,"15.161.34.42: (ASN=0, Country=0, Description=0); 35.152.117.67: (ASN=0, Country=0, Description=0); 15.160.106.203: (ASN=2, Country=2, Description=2); ",Warning
gfruitiesm.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
1947.jemonews.com,1,1,2,2,2,"45.133.44.21,45.133.44.20",,,,0,1,0,0,0,2,1,0,1,2,2,2,0,0,"45.133.44.21: (ASN=2, Country=2, Description=2); 45.133.44.20: (ASN=2, Country=2, Description=2); ",Warning
www.tridentsaefoods.com,1,1,2,2,2,212.32.237.91,,,,0,1,0,0,0,2,1,0,1,2,2,2,0,0,"212.32.237.91: (ASN=2, Country=2, Description=2); ",Warning
www.h55rtgd--vfj46yf.repl.co,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
olnlxmrcc.funbornpanwellrele.ml,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
xn--diseartenicaragua-ixb.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
ads.dev.fuzerly.com,0,2,2,1,2,,,10 mx156.hostedmxserver.com.,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
adservercheck.net,1,2,2,2,2,,,,,0,1,0,0,1,2,1,0,1,2,2,2,0,0,,Warning
s98.cnzz.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
yoursuper.qualtrics.com,0,1,2,2,2,2.20.156.131,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"2.20.156.131: (ASN=2, Country=2, Description=2); ",Good
www.mkt6691.com,1,1,2,2,2,"52.54.153.200,18.233.187.107",,,,0,1,0,0,0,2,1,0,1,2,2,2,0,0,"52.54.153.200: (ASN=0, Country=0, Description=0); 18.233.187.107: (ASN=2, Country=2, Description=2); ",Warning
www.4affiliate.net,0,1,1,2,2,0.0.0.0,::,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"0.0.0.0: (ASN=2, Country=2, Description=2); ",Good
bahisturk45.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
openai-playground.mkmg.site,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
www.ddoctor.site,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
s304538.t.en25.com,1,1,2,2,2,192.29.201.85,,,,0,0,0,0,0,2,1,2,1,2,2,2,0,0,"192.29.201.85: (ASN=2, Country=2, Description=2); ",Suspicious
a4977.casalemedia.com,0,1,2,2,2,139.5.86.57,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"139.5.86.57: (ASN=0, Country=0, Description=0); ",Good
energy.gr-consulting.co.jp,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
mailgate.wakanetwork.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
www.amazon-signin-87k4mm11-114.duckdns.org,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
webmail.chat-whatsapp-bokep-terbaru-2022-viral.duckdns.org,0,2,2,2,1,,,,"""""",2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
ww5.dakotahtoys.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
newcote.gomoxie.solutions,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
oomgnwdmzwnxn.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
www.lemonadiom.ru,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
influxgodless.com,1,1,2,2,2,"192.243.59.12,172.240.108.76,172.240.108.68,172.240.108.84,192.243.59.20,172.240.253.132,192.243.61.225,192.243.59.13,172.240.127.234,192.243.61.227",,,,1,1,1,0,2,0,1,0,1,2,2,2,0,0,"192.243.59.12: (ASN=0, Country=0, Description=0); 172.240.108.76: (ASN=0, Country=0, Description=0); 172.240.108.68: (ASN=0, Country=0, Description=0); 172.240.108.84: (ASN=2, Country=2, Description=2); 192.243.59.20: (ASN=0, Country=0, Description=0); 172.240.253.132: (ASN=2, Country=2, Description=2); 192.243.61.225: (ASN=2, Country=2, Description=2); 192.243.59.13: (ASN=2, Country=2, Description=2); 172.240.127.234: (ASN=2, Country=2, Description=2); 192.243.61.227: (ASN=0, Country=0, Description=0); ",Warning
j.sprout-ad.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
easywtconnexion02335.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
i2-srxhvdfrlpgryztbvoiuqnnhodkfsc-t4tvedgemonitor-vm-la-apis.init.cedexis-radar.net,1,1,2,2,2,104.225.98.131,,,,1,1,1,0,1,0,1,0,1,2,2,2,0,0,"104.225.98.131: (ASN=2, Country=2, Description=2); ",Warning
i2-srxhvdfrlpgryztbvoiuqnnhodkfsc-t4tv-pcanywheremrtg-frwpjl.init.cedexis-radar.net,1,1,2,2,2,104.225.98.131,,,,1,1,1,0,1,0,1,0,1,2,2,2,0,0,"104.225.98.131: (ASN=2, Country=2, Description=2); ",Warning
join2musk.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
pestexterminationace.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
xy906.infusionsoft.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
pinkegobox25.duckdns.org,0,1,2,1,2,51.222.205.118,,50 pinkegobox25.duckdns.org.,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"51.222.205.118: (ASN=2, Country=2, Description=2); ",Good
jaybrown.clickfunnels.com,0,1,1,2,2,"104.16.15.194,104.16.12.194,104.16.16.194,104.16.13.194,104.16.14.194","2606:4700::6810:10c2,2606:4700::6810:fc2,2606:4700::6810:cc2,2606:4700::6810:dc2,2606:4700::6810:ec2",,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"104.16.15.194: (ASN=2, Country=2, Description=2); 104.16.12.194: (ASN=2, Country=2, Description=2); 104.16.16.194: (ASN=2, Country=2, Description=2); 104.16.13.194: (ASN=0, Country=0, Description=0); 104.16.14.194: (ASN=0, Country=0, Description=0); ",Good
pl18983807.highrevenuegate.com,0,1,2,2,2,"192.243.61.225,192.243.59.12,192.243.61.227,192.243.59.13,172.240.108.76,172.240.253.132,172.240.108.84,172.240.108.68,192.243.59.20",,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"192.243.61.225: (ASN=2, Country=2, Description=2); 192.243.59.12: (ASN=2, Country=2, Description=2); 192.243.61.227: (ASN=2, Country=2, Description=2); 192.243.59.13: (ASN=2, Country=2, Description=2); 172.240.108.76: (ASN=0, Country=0, Description=0); 172.240.253.132: (ASN=2, Country=2, Description=2); 172.240.108.84: (ASN=2, Country=2, Description=2); 172.240.108.68: (ASN=2, Country=2, Description=2); 192.243.59.20: (ASN=2, Country=2, Description=2); ",Good
cab8l6dm.emltrk.com,1,1,2,2,2,"44.212.98.190,34.206.233.62,98.84.229.109,34.206.128.153",,,,0,0,0,0,0,2,1,2,1,2,2,2,0,0,"44.212.98.190: (ASN=0, Country=0, Description=0); 34.206.233.62: (ASN=0, Country=0, Description=0); 98.84.229.109: (ASN=2, Country=2, Description=2); 34.206.128.153: (ASN=0, Country=0, Description=0); ",Suspicious
duckpvp.xyz,1,1,1,2,2,0.0.0.0,::,,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,"0.0.0.0: (ASN=2, Country=2, Description=2); ",Caution
www.dev-0009000.pantheonsite.io,1,1,1,2,2,23.185.0.1,"2620:12a:8001::1,2620:12a:8000::1",,,0,0,0,0,0,2,1,2,1,2,2,2,0,0,"23.185.0.1: (ASN=2, Country=2, Description=2); ",Suspicious
p34-fmf.icloud.com.cn,0,1,2,2,2,"112.19.142.120,112.19.142.248,112.19.142.112,112.19.142.240,112.19.142.108,112.19.142.236",,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"112.19.142.120: (ASN=0, Country=0, Description=0); 112.19.142.248: (ASN=0, Country=0, Description=0); 112.19.142.112: (ASN=0, Country=0, Description=0); 112.19.142.240: (ASN=0, Country=0, Description=0); 112.19.142.108: (ASN=0, Country=0, Description=0); 112.19.142.236: (ASN=0, Country=0, Description=0); ",Good
verify-captcha.net,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
writeestatal.space,1,2,2,2,2,,,,,0,1,0,0,0,2,1,0,1,2,2,2,0,0,,Warning
www.harlycloud.ru,0,1,1,2,2,0.0.0.0,::,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"0.0.0.0: (ASN=2, Country=2, Description=2); ",Good
seguridad0005micross.000webhostapp.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
748-dqq-424.mktoweb.com,0,1,2,2,2,"104.16.94.80,104.16.95.80,104.16.93.80,104.16.92.80,104.16.96.80",,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"104.16.94.80: (ASN=0, Country=0, Description=0); 104.16.95.80: (ASN=0, Country=0, Description=0); 104.16.93.80: (ASN=0, Country=0, Description=0); 104.16.92.80: (ASN=0, Country=0, Description=0); 104.16.96.80: (ASN=2, Country=2, Description=2); ",Good
www.serch03.biz,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
tiadakata.tarungdrajatsiokalama.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
www.scrollisolation.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
jksmarthome.duckdns.org,0,1,2,1,1,67.166.71.87,,50 jksmarthome.duckdns.org.,"""""",2,2,2,2,2,2,2,2,2,2,2,2,0,2,"67.166.71.87: (ASN=0, Country=0, Description=0); ",Good
segurosymercadeo.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
claimeventgratiis6.duckdns.org,0,1,2,1,1,192.169.69.26,,50 claimeventgratiis6.duckdns.org.,"""""",2,2,2,2,2,2,2,2,2,2,2,2,0,2,"192.169.69.26: (ASN=2, Country=2, Description=2); ",Good
ali-bj-pcdn-11.biliapi.net,0,1,2,2,2,49.7.89.53,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"49.7.89.53: (ASN=0, Country=0, Description=0); ",Good
www.phowncloud.duckdns.org,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
analytics.culturemap.com,0,1,2,2,2,164.90.255.110,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"164.90.255.110: (ASN=2, Country=2, Description=2); ",Good
ixi.can-info.site,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
10032461.metrics.convertexperiments.com,1,1,2,2,2,"3.65.113.10,35.156.228.30",,,,0,0,0,0,0,2,1,2,1,2,2,2,0,0,"3.65.113.10: (ASN=2, Country=2, Description=2); 35.156.228.30: (ASN=2, Country=2, Description=2); ",Suspicious
www.jiyan.net,1,2,2,2,2,,,,,0,1,0,0,0,2,1,0,1,2,2,2,0,0,,Warning
www.5d5967e1c0dfef6311701bcb3d5866fc.hospla.co.pl,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
societe-generale-acces.fr,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
www.mir-holoda.by,1,2,1,2,1,,2a0a:7d80:1:7::116:1d,,"""v=spf1 +a +mx include:_spf.hoster.by ~all""",0,0,0,0,0,2,1,2,1,2,2,2,0,0,,Suspicious
www.dl9i9e04jxrt2.cloudfront.net,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
marshcreekinc.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
com.46609.9304.302br.net,1,1,2,2,2,"54.229.182.24,52.212.176.163,3.248.145.186,3.251.32.188,54.154.185.19,52.210.49.149,52.31.232.51,54.77.211.122",,,,0,1,0,0,1,2,1,0,1,2,2,2,0,1,"54.229.182.24: (ASN=0, Country=0, Description=0); 52.212.176.163: (ASN=2, Country=2, Description=2); 3.248.145.186: (ASN=2, Country=2, Description=2); 3.251.32.188: (ASN=0, Country=0, Description=0); 54.154.185.19: (ASN=2, Country=2, Description=2); 52.210.49.149: (ASN=2, Country=2, Description=2); 52.31.232.51: (ASN=2, Country=2, Description=2); 54.77.211.122: (ASN=0, Country=0, Description=0); ",Suspicious
www.dumbasshillbillypainter.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
www.iucvy.icu,1,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,Caution
analytics.bitgo.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
www.axrmkgbmoz.duckdns.org,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
stagingserve3.cheqzone.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
difficultyhobblefrown.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
www.ofafibromyalgiaok.live,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
7do7.la3-c2-ia2.salesforceliveagent.com,0,1,2,2,2,"136.146.24.74,136.146.19.74,136.146.30.74",,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"136.146.24.74: (ASN=2, Country=2, Description=2); 136.146.19.74: (ASN=2, Country=2, Description=2); 136.146.30.74: (ASN=2, Country=2, Description=2); ",Good
track.msadcenter.hih.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
webdisk.crateffgratis881.duckdns.org,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
www.bariumo.ru,0,1,1,2,2,0.0.0.0,::,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"0.0.0.0: (ASN=2, Country=2, Description=2); ",Good
www.rawgsjd.cn,1,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,Caution
i-44.b-46802.ut.bench.utorrent.com,1,1,2,2,2,"3.221.175.151,52.21.94.142,3.211.151.47,52.203.48.197,3.209.181.248,54.85.215.107,34.238.16.243,3.233.59.48",,,,0,0,0,0,0,2,1,2,1,2,2,2,0,0,"3.221.175.151: (ASN=2, Country=2, Description=2); 52.21.94.142: (ASN=0, Country=0, Description=0); 3.211.151.47: (ASN=2, Country=2, Description=2); 52.203.48.197: (ASN=2, Country=2, Description=2); 3.209.181.248: (ASN=2, Country=2, Description=2); 54.85.215.107: (ASN=2, Country=2, Description=2); 34.238.16.243: (ASN=2, Country=2, Description=2); 3.233.59.48: (ASN=2, Country=2, Description=2); ",Suspicious
www.pushzolo.com,0,1,1,2,2,0.0.0.0,::,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"0.0.0.0: (ASN=2, Country=2, Description=2); ",Good
2.39.220.128.v1x2s.rf-adfe2ko9.senderbase.orgrs.gwallet.com,0,1,2,2,2,72.5.64.18,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"72.5.64.18: (ASN=0, Country=0, Description=0); ",Good
info.yesnyou.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
budlegratis-freefire2019.3-a.net,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
lerepo.ga,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
www.olx.pl-website.link,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
live-search.xyz,1,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,Caution
www.goodseniorlivingdealsus.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
ns1.tycoadhesives.com,0,2,2,1,2,,,5 mail.h-email.net.,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
cpcalendars.freefire-claim82.duckdns.org,1,2,2,2,1,,,,"""""",0,0,0,0,0,2,1,2,1,2,2,2,0,0,,Suspicious
bitcerix.com,1,2,2,2,2,,,,,0,1,0,0,0,2,1,0,1,2,2,2,0,0,,Warning
2j6y8.la4-c2-ia5.salesforceliveagent.com,0,1,2,2,2,"13.110.65.224,13.110.43.224,13.110.46.224",,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"13.110.65.224: (ASN=2, Country=2, Description=2); 13.110.43.224: (ASN=0, Country=0, Description=0); 13.110.46.224: (ASN=2, Country=2, Description=2); ",Good
velocityadz.offerstrack.net,1,2,2,2,2,,,,,0,0,0,0,0,2,1,2,1,2,2,2,0,0,,Suspicious
sp1004fa9d.guided.ss-omtrdc.net,0,1,2,2,2,192.243.240.8,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"192.243.240.8: (ASN=2, Country=2, Description=2); ",Good
ea.reunica.com,1,1,2,2,2,109.232.195.100,,,,0,0,0,0,0,2,1,2,1,2,2,2,0,0,"109.232.195.100: (ASN=2, Country=2, Description=2); ",Suspicious
pl16137106.profitablegatetocontent.com,0,1,2,2,2,"192.243.59.20,192.243.61.227,192.243.59.12,192.243.59.13,172.240.108.68,172.240.127.234,172.240.253.132,172.240.108.76,192.243.61.225,172.240.108.84",,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"192.243.59.20: (ASN=0, Country=0, Description=0); 192.243.61.227: (ASN=2, Country=2, Description=2); 192.243.59.12: (ASN=2, Country=2, Description=2); 192.243.59.13: (ASN=0, Country=0, Description=0); 172.240.108.68: (ASN=0, Country=0, Description=0); 172.240.127.234: (ASN=2, Country=2, Description=2); 172.240.253.132: (ASN=2, Country=2, Description=2); 172.240.108.76: (ASN=2, Country=2, Description=2); 192.243.61.225: (ASN=2, Country=2, Description=2); 172.240.108.84: (ASN=2, Country=2, Description=2); ",Good
usaapi2.chat-gpt.bet,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
e84y.la4-c2-ia5.salesforceliveagent.com,0,1,2,2,2,"13.110.65.224,13.110.43.224,13.110.46.224",,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"13.110.65.224: (ASN=0, Country=0, Description=0); 13.110.43.224: (ASN=2, Country=2, Description=2); 13.110.46.224: (ASN=2, Country=2, Description=2); ",Good
mkt9137.com,1,1,2,1,1,"3.124.232.168,3.124.250.84",,"10 reply.mkt9137.com.,20 mail8538.mkt9137.com.","""v=spf1 ip4:129.41.76.224 -all""",0,1,0,0,0,2,1,0,1,2,2,2,0,0,"3.124.232.168: (ASN=0, Country=0, Description=0); 3.124.250.84: (ASN=0, Country=0, Description=0); ",Warning
n.paitoucaum.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
track.financialworldforyou.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
webmail.bkpy.duckdns.org,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
due.bortogat.ru,0,1,1,2,2,0.0.0.0,::,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"0.0.0.0: (ASN=2, Country=2, Description=2); ",Good
nektonsrutate.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
fas960-mgt.hitbox.com,0,1,2,2,2,205.216.15.71,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"205.216.15.71: (ASN=0, Country=0, Description=0); ",Good
sergiofinardi.info,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
www.alsulthanscrap.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
2gtv.la4-c2-ia5.salesforceliveagent.com,0,1,2,2,2,"13.110.65.224,13.110.43.224,13.110.46.224",,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"13.110.65.224: (ASN=2, Country=2, Description=2); 13.110.43.224: (ASN=2, Country=2, Description=2); 13.110.46.224: (ASN=2, Country=2, Description=2); ",Good
www.6972.yt,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
www.campementduferlo.fr,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
www4.newdae-nurse.byinter.net,1,2,2,2,2,,,,,0,1,0,0,1,2,1,0,1,2,2,2,0,0,,Warning
remote.adform.com,0,1,2,2,2,213.252.255.248,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"213.252.255.248: (ASN=2, Country=2, Description=2); ",Good
tlawson.duckdns.org,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
skydocs.skyprod.akadns.netgeo.moatads.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
15x7e.la4-c2-ia5.salesforceliveagent.com,0,1,2,2,2,"13.110.43.224,13.110.46.224,13.110.42.224",,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"13.110.43.224: (ASN=0, Country=0, Description=0); 13.110.46.224: (ASN=2, Country=2, Description=2); 13.110.42.224: (ASN=0, Country=0, Description=0); ",Good
mc.bedeaflakism.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
alfamailr.org,0,2,2,1,1,,,10 inbound-smtp.us-east-1.amazonaws.com.,"""v=spf1 -all""",2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
ww25.youporna.com,0,1,1,2,2,0.0.0.0,::,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"0.0.0.0: (ASN=2, Country=2, Description=2); ",Good
www.hgfitness.info,0,1,1,2,2,0.0.0.0,::,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"0.0.0.0: (ASN=2, Country=2, Description=2); ",Good
web-paypalmail2.cloudns.cl,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
bgmirewardsstore99.000webhostapp.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
tuttt.duckdns.org,0,1,2,1,1,185.84.181.75,,50 tuttt.duckdns.org.,"""""",2,2,2,2,2,2,2,2,2,2,2,2,0,2,"185.84.181.75: (ASN=2, Country=2, Description=2); ",Good
groovie.duckdns.org,0,1,2,1,1,87.146.201.82,,50 groovie.duckdns.org.,"""""",2,2,2,2,2,2,2,2,2,2,2,2,0,2,"87.146.201.82: (ASN=2, Country=2, Description=2); ",Good
enzymegaffed.life,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
www.tns-ua.com,0,1,2,2,2,104.40.223.24,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"104.40.223.24: (ASN=2, Country=2, Description=2); ",Good
12425763897.chefs-kitchen.co.uk,0,1,2,2,2,156.59.195.133,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"156.59.195.133: (ASN=0, Country=0, Description=0); ",Good
nikkei.112.2o7.net,1,1,2,2,2,"63.140.62.17,63.140.62.27,63.140.62.222",,,,0,1,0,0,0,2,1,0,1,2,2,2,0,0,"63.140.62.17: (ASN=2, Country=2, Description=2); 63.140.62.27: (ASN=2, Country=2, Description=2); 63.140.62.222: (ASN=0, Country=0, Description=0); ",Warning
0a121f4c52d6263dd75bb32197a224ea.redinuid.imrworldwide.com,1,1,2,2,1,"52.210.89.252,34.247.18.151,18.203.108.68",,,"""heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/simple-redirect/simple-redirect-mptdevops-prod-eu-08pisl""",1,1,1,0,1,1,1,0,1,2,2,2,0,0,"52.210.89.252: (ASN=2, Country=2, Description=2); 34.247.18.151: (ASN=2, Country=2, Description=2); 18.203.108.68: (ASN=0, Country=0, Description=0); ",Warning
lon5dpu187.insight.omniture.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
analytics.digimaal.nl,1,1,2,2,2,141.138.142.214,,,,0,1,0,0,0,2,1,0,1,2,2,2,0,0,"141.138.142.214: (ASN=2, Country=2, Description=2); ",Warning
www.ulkwjjwivv.duckdns.org,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
2549.groovinews.com,1,1,2,2,2,"45.133.44.21,45.133.44.20",,,,0,1,0,0,0,2,1,0,1,2,2,2,0,0,"45.133.44.21: (ASN=2, Country=2, Description=2); 45.133.44.20: (ASN=2, Country=2, Description=2); ",Warning
grafa.altrk.net,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
lyjiahe168.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
easyhet.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
mtnnigeria.weballynis.gmalto.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
ip2c.landscape.co.jp,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
thesurgicalsolutionsnetnetwork.net,1,2,2,1,2,,,0 mx-caprica.easydns.com.,,0,1,0,0,0,2,1,0,1,2,2,2,0,0,,Warning
yibaosenlin.top,1,1,1,2,2,0.0.0.0,::,,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,"0.0.0.0: (ASN=2, Country=2, Description=2); ",Caution
melbpsych.us.qualtrics.com,0,1,2,2,2,2.20.156.131,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"2.20.156.131: (ASN=2, Country=2, Description=2); ",Good
trk.arozone.cn,1,2,2,2,2,,,,,1,0,1,0,1,0,1,2,1,2,2,2,1,0,,Suspicious
www.medmenvenice.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
hit7.hotlog.ru,0,1,2,2,2,89.208.236.251,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"89.208.236.251: (ASN=2, Country=2, Description=2); ",Good
client-preprod.weborama.com,0,1,2,2,2,"195.54.48.49,195.54.48.87",,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"195.54.48.49: (ASN=2, Country=2, Description=2); 195.54.48.87: (ASN=2, Country=2, Description=2); ",Good
